accelerator,act_fn,avg_memory,batch_size,device,dropout,hidden_dim,latency,macs,max_memory,model,requires_grad,seq_len,total_params,trainable_params,use_torchscript
0.0,relu,560.1328125,1.0,cpu,0.0,4096.0,0.017176849849988685,67133440.0,560.14453125,rnn,0.0,2.0,33562624.0,0.0,0.0
0.0,relu,560.359375,1.0,cpu,0.0,1.0,8.345880000888428e-05,20.0,560.359375,rnn,0.0,4.0,4.0,0.0,0.0
0.0,relu,305.81640625,1.0,cpu,0.0,2.0,0.0001026027999841972,56.0,305.81640625,rnn,0.0,4.0,12.0,0.0,0.0
0.0,relu,305.81640625,1.0,cpu,0.0,4.0,0.00012611294998805534,176.0,305.81640625,rnn,0.0,4.0,40.0,0.0,0.0
0.0,relu,305.81640625,1.0,cpu,0.0,8.0,0.0001289136499963206,608.0,305.81640625,rnn,0.0,4.0,144.0,0.0,0.0
0.0,relu,305.81640625,1.0,cpu,0.0,16.0,0.00012488525001117524,2240.0,305.81640625,rnn,0.0,4.0,544.0,0.0,0.0
0.0,relu,305.81640625,1.0,cpu,0.0,32.0,0.00015257219999966764,8576.0,305.81640625,rnn,0.0,4.0,2112.0,0.0,0.0
0.0,relu,305.81640625,1.0,cpu,0.0,64.0,9.549414999128204e-05,33536.0,305.81640625,rnn,0.0,4.0,8320.0,0.0,0.0
0.0,relu,305.8203125,1.0,cpu,0.0,256.0,0.0001240710000047329,527360.0,305.8203125,rnn,0.0,4.0,131584.0,0.0,0.0
0.0,relu,305.82421875,1.0,cpu,0.0,512.0,0.00024040294999849718,2103296.0,305.82421875,rnn,0.0,4.0,525312.0,0.0,0.0
0.0,relu,313.69921875,1.0,cpu,0.0,1024.0,0.0011150415500196687,8400896.0,313.69921875,rnn,0.0,4.0,2099200.0,0.0,0.0
0.0,relu,377.69921875,1.0,cpu,0.0,2048.0,0.006737577499984581,33579008.0,377.69921875,rnn,0.0,4.0,8392704.0,0.0,0.0
0.0,relu,449.625,1.0,cpu,0.0,3072.0,0.013951457149983072,75534336.0,449.63671875,rnn,0.0,4.0,18880512.0,0.0,0.0
0.0,relu,577.66796875,1.0,cpu,0.0,4096.0,0.032287738400009404,134266880.0,577.66796875,rnn,0.0,4.0,33562624.0,0.0,0.0
0.0,relu,577.671875,1.0,cpu,0.0,1.0,0.00015226594998694055,40.0,577.671875,rnn,0.0,8.0,4.0,0.0,0.0
0.0,relu,309.83203125,1.0,cpu,0.0,2.0,0.000133713049990547,112.0,309.83203125,rnn,0.0,8.0,12.0,0.0,0.0
0.0,relu,309.83203125,1.0,cpu,0.0,4.0,0.00014524205000725486,352.0,309.83203125,rnn,0.0,8.0,40.0,0.0,0.0
0.0,relu,309.83203125,1.0,cpu,0.0,8.0,0.00014891544999500183,1216.0,309.83203125,rnn,0.0,8.0,144.0,0.0,0.0
0.0,relu,309.83203125,1.0,cpu,0.0,16.0,0.00015087264998783214,4480.0,309.83203125,rnn,0.0,8.0,544.0,0.0,0.0
0.0,relu,309.83203125,1.0,cpu,0.0,32.0,0.00012916964999476477,17152.0,309.83203125,rnn,0.0,8.0,2112.0,0.0,0.0
0.0,relu,309.83203125,1.0,cpu,0.0,64.0,0.00014073380000354522,67072.0,309.83203125,rnn,0.0,8.0,8320.0,0.0,0.0
