<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,avg_memory,batch_size,input_size,latency,macs,max_memory,model,total_nn_calls,total_params,trainable_params,<class 'torch.nn.modules.activation.ReLU6'>_calls,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs
,,26.0,13102793216.0,1.0,2720000.0,1435500544.0,16.0,224.0,0.0020730843767523765,13105513216.0,1435500544.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0,,
,,26.0,26205586432.0,1.0,5440000.0,1483735040.0,32.0,224.0,0.0034322239458560947,26211026432.0,1483735040.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0,,
,,26.0,52411172864.0,1.0,10880000.0,1588592640.0,64.0,224.0,0.005307881534099579,52422052864.0,1588592640.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0,,
,,26.0,78616759296.0,1.0,16320000.0,1682964480.0,96.0,224.0,0.014536836929619313,78633079296.0,1682964480.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0,,
,,26.0,104822345728.0,1.0,21760000.0,2301624320.0,128.0,224.0,0.016254933923482894,104844105728.0,2301624320.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0,,
,,26.0,157233518592.0,1.0,32640000.0,1995440128.0,192.0,224.0,0.017069429159164432,157266158592.0,1995440128.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0,,
,,26.0,209644691456.0,1.0,43520000.0,2203058176.0,256.0,224.0,0.022347715683281415,209688211456.0,2203058176.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0,,
,,26.0,314467037184.0,1.0,65280000.0,2622488576.0,384.0,224.0,0.03715893048793077,314532317184.0,2622488576.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0,,
,,26.0,419289382912.0,1.0,87040000.0,3201302528.0,512.0,224.0,0.04138155095279217,419376422912.0,3201302528.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0,,
,,13.0,15346630656.0,1.0,50176.0,2375024640.0,1.0,224.0,0.003240781836211681,15470314496.0,2375024640.0,vgg16,39.0,138357544.0,0.0,,,15.0,0.0,3.0,123633664.0,5.0,0.0,2.0,0.0,,
,,13.0,30693261312.0,1.0,100352.0,2391801856.0,2.0,224.0,0.003052867949008941,30940628992.0,2391801856.0,vgg16,39.0,138357544.0,0.0,,,15.0,0.0,3.0,247267328.0,5.0,0.0,2.0,0.0,,
,,13.0,61386522624.0,1.0,200704.0,2622488576.0,4.0,224.0,0.002838033065199852,61881257984.0,2622488576.0,vgg16,39.0,138357544.0,0.0,,,15.0,0.0,3.0,494534656.0,5.0,0.0,2.0,0.0,,
,,13.0,122773045248.0,1.0,401408.0,3331325952.0,8.0,224.0,0.004449629597365857,123762515968.0,3331325952.0,vgg16,39.0,138357544.0,0.0,,,15.0,0.0,3.0,989069312.0,5.0,0.0,2.0,0.0,,
,,13.0,245546090496.0,1.0,802816.0,3698327552.0,16.0,224.0,0.007506811432540417,247525031936.0,3698327552.0,vgg16,39.0,138357544.0,0.0,,,15.0,0.0,3.0,1978138624.0,5.0,0.0,2.0,0.0,,
